NAME,rwater,TOWN,BASIN,GSI,SIC,Municipalities,samp_location,samp_date,storm_mag,storm_dur,prev_storm,rain_ph,days_last_storm,o_n_g,samp_ph,cod,tss,tp,tkn,no3,fec_coli,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness
Chesebrough Ponds,trib to Hammonasett River,27,,808,2844,N,S002-Roof Drain,9/13/96,0.2,2,9/6/96,5.8,7,1,6.27,46,16,0.64,2.07,0.9,200,0.13,0.85,0.014,0.18,0.11,
Chevron Products,,113,,,2851,Y,#1 Outfall,7/29/96,0.5,8,,,,1,6.39,26,1,0.05,2,0.6,700,0.01,0.01,0.02,0.28,0.28,
Chevron Products,,113,,,2851,Y,#2 Outfall,7/29/96,0.5,8,,,,1,5.92,19,5,0.05,0.6,0.5,400,0.01,0.3,0.02,1,1,
Chromalloy CT,Quinnipiac River,148,,NLD,3724,N,SD by Loading Dock,6/3/96,0.5,5,,4.9,,2.8,6.9,205,166,0.3,2.06,0.7,"10,000",0.02,0.07,0.007,1,1,
Chromalloy CT,Quinnipiac River,148,,334,3724,N,SD by Office Entrance,6/3/96,0.5,5,,4.9,,1,6.2,159,81,0.29,2.39,1,"10,000",0.01,0.06,0.005,1,1,
Chromium Process Co,Burying Ground Brook,126,,410,3471,N, ,9/29/96,0.46,8,9/17/96,6.87,12,2.4,6.87,11,4,0.1,1.01,0.1,5,0.845,0.567,0.188,0.06,0.06,
Circuit-Wise,Quinnipiac River,101,,668,3672,N,1,10/8/96,2.58,5,10/4/96,7.1,4,5.6,2.25,71,10,0.82,2.99,0.1,0,73.4,0.429,0.022,0.06,0.06,
Circuit-Wise,Quinnipiac River,101,,668,3672,N,2,10/8/96,2.58,5,10/4/96,7.1,4,1.6,7.11,1,16,0.37,2.23,2.1,0,0.76,0.59,0.003,0.06,0.06,
City Coal Co,Storm Drain to Shaw's Cove,95,,OOB,5171,N, ,9/13/96,,4.5,,6.7,,1.9,6.7,44,54,0.31,3.08,0.3,100,0.02,0.98,0.008,0.71,0.71,
City of Meriden,Clark Brook,80,,1088,9199,Y,,11/26/96,2.06,24,11/9/96,5.75,17,1,7.1,5,54,0.01,0.14,0,36,0.02,0.04,0.012,1,1,
City of Meriden,Clark Brook,80,,1088,9199,Y,,11/26/96,2.06,24,11/9/96,5.75,17,1,6.7,5,26,0.21,0.84,0.2,22,0.1,0.03,0.005,1,1,
Clairol Corp,LI Sound,135,,598,2844,N,South Parking lot,10/8/96,0.82,8,9/28/96,7.2,10,3.4,7.2,84,74,0.27,1.65,1,400,0.025,0.117,0.016,1,1,
Clean Harbors of Connecticut,Eightmile River,17,,726,4953,Y,,9/17/96,5,3.5,9/12/96,7.5,5,2.5,8.04,81,36,1,19.66,0.5,100,0.01,0.01,0.01,0.72,0.59,
Clinipad Corp.,LI Sound,60,,NLD,2834,N,DSN 006,6/3/96,,,,,,1,8.4,32,2,0.07,1.82,0.4,0,0.01,0.06,0.005,0.71,0.71,
Clinipad Corp.,Guilfor Harbor,60,,NLD,2834,N,DSN 001,7/3/96,0.5,4,,,,2,4.15,10,9,0.06,0.91,0.6,,0.001,0.04,0.005,0.96,0.72,
Coastal Technology,Connecticut River,64,,231,4961,Y,3,11/19/96,0.12,4,11/10/96,5.83,9,1.1,7.18,47,12,0.27,0.7,1,17,0.01,0.18,0.02,1,1,
Coastal Technology,Connecticut River,64,,231,4961,Y,2,11/19/96,0.12,4,11/10/96,5.83,9,1.1,5.76,56,9,0.22,2.1,2,3,0.01,3.15,0.02,0.43,0.31,
Coca-Cola,Willow Brook,43,,172,2086,N,DSN 001,12/14/96,,6,,6,,2.4,6.4,40,98,0.23,1,0.3,460,0.02,0.12,0.022,1,1,
Cold Metal Products,,151,,1073,3316,Y,Rear Bldg Downspout,10/28/96,3,24,10/23/96,,5,2,4.7,10,6,0.2,1.4,0.2,3,0.2,0.1,0.004,0.78,0.71,
Cold Metal Products,Piper Brook,89,,417,3316,N,#1,10/8/96,0.75,,9/18/96,6.4,20,13,7.7,400,20,1.6,32,1.8,10,0.19,0.26,0.023,1,0.5,
Colt's Mfg,Trout Brook River,155,,546,3484,N,#23,9/13/96,,,9/7/96,9.15,6,5.2,9.01,81,1428,6.71,2.65,15.7,20,0.09,0.184,0.04,1,1,
Colt's Mfg,Trout Brook River,155,,546,3484,N,#24,9/13/96,,,9/7/96,7.26,6,4.4,8.05,19,5,0.05,1.24,1.2,70,0.013,0.043,0.007,1,1,
Colt's Mfg,Trout Brook River,155,,546,3484,N,#28,9/13/96,,,9/7/96,6.79,6,2,8.17,19,7,0.05,2.18,0.8,25,0.03,0.038,0.079,1,1,
Colt's Plastics Company,Whetstone Brook,69,,402,3089,N,6,10/28/96,0.33,3,10/23/96,,5,2.3,7.18,18,5,0.06,0.32,0.1,"10,000",0.006,0.04,0.005,1,1,
Comaser Safety Inc,storm sewer,49,,320,3069,N,end of culvert pipe,11/14/95,0.75,6,11/11/95,5.6,3,1,5.6,35,8,0.19,0.84,1.6,300,0.04,0.44,0.02,1,1,
Component Technologies,Piper Brook,94,,370,3471,N,SD,10/8/96,2.2,7.5,10/2/96,,6,1,7.5,131,7,0.05,33.32,2.1,"3,600",0.13,0.3,0.02,0.77,0.87,
Connecticut Brass Corp,Thames River,114,,,3460,Y,,9/29/96,0.5,2,9/25/96,4.48,4,2.6,6.6,12,1,,0.11,17,10,0.143,0.459,0.009,0.13,0.1,
Connecticut Centerless Grinding,Quinnipiac River,131,,753,3599,N,Outfall A,9/17/96,0.57,3,9/13/96,6.6,4,1,4.62,8,1,0.1,0.1,0.6,100,0.05,0.03,0.05,0.6,0.44,
CRRA,Connecticut River,64,,500,4953,Y,Outfall 001,9/17/96,3.42,12,9/13/96,5.5,4,1,7.25,558,274,0.31,5.88,5.7,"2,100",0.16,0.24,0.08,1,1,
CRRA,Connecticut River,64,,500,4953,Y,Outfall 002,9/17/96,3.42,12,9/13/96,5.5,4,1.1,6.63,187,8,0.34,1.4,1.2,"3,700",0.03,0.05,0.02,1,1,
CRRA,Connecticut River,64,,500,4953,Y,Outfall 002A,9/17/96,3.42,12,9/13/96,5.5,4,1.2,7.85,353,19,0.43,82.74,60,"2,900",0.08,0.05,0.02,0.71,0.37,
CRRA,Connecticut River,64,,500,4953,Y,Outfall 003,9/17/96,3.42,12,9/13/96,5.5,4,1,6.36,222,33,0.26,2.66,1.1,"4,700",0.03,0.07,0.02,1,1,
CRRA Shelton Landfill,Far Mill River,126,,512,4953,Y,DSN#003,9/13/96,0.15,5,9/8/96,5.5,5,5,8.2,34,35,0.19,1.46,0.1,380,0.02,0.11,0.03,1,1,
CRRA Shelton Landfill,Far Mill River,126,,512,4953,Y,DSN#005,9/13/96,0.15,5,9/8/96,5.5,5,5,7.9,77,103,0.16,4.7,1.1,"1,000",0.05,0.03,0.03,1,1,
Connecticut Steel Corp.,Wharton Brook Quinnipiac River,148,,294,3312,N,West Outfall,1/19/96,0.5,0.5,12/23/95,8.3,27,28.8,3.14,11,101,0.05,2.15,3,0,0.374,0.972,0.051,0.11,0.11,
Connecticut Steel Corp.,Wharton Brook Quinnipiac River,148,,294,3312,N,East Outfall,1/19/96,0.5,0.5,12/23/95,8.3,27,14.8,5.56,44,526,0.08,2.4,1.2,0,0.336,1.059,0.067,1,1,
Connecticut Wire Products,Quinnipiac River,148,,1035,3315,Y,#3,10/28/96,0.46,13.5,10/23/96,,5,14.8,8,59,184,0.08,1.06,0.6,75,0.075,0.198,0.014,1,1,
Conors & O'Brien,Pawcatuck River,137,,715,4493,Y,,12/19/96,1.5,5,12/16/96,5.91,3,1,6.16,10,17,0.02,0.97,1.1,"10,000",0.29,0.11,0.01,0.09,0.08,
Consolidated Industries,Tenmile River,25,,350,3312,N,DSN#3,4/1/96,0.7,19,3/21/96,4.8,11,7.7,6.4,10,5,0.03,1.2,1,0,0.01,0.18,0.05,0.44,0.35,
Consolidated Industries,Tenmile River,25,,350,3312,N,DSN #7 ,4/1/96,0.7,19,3/21/96,4.8,11,8.9,7.6,110,86,0.03,0.82,1.6,0,0.06,0.11,0.05,1,0.64,
Consolidated Industries,Tenmile River,25,,350,3312,N,DSN #9,4/1/96,0.7,19,3/21/96,4.8,11,5.7,6.8,66,73,0.03,1.1,1.1,0,0.05,0.1,0.05,1,0.84,
Consolidated Industries,Tenmile River,25,,350,3312,N,DSN#5,4/1/96,0.7,19,3/21/96,4.8,11,249,7.3,1005,419,0.3,0.94,0.7,900,0.06,1.18,0.05,0.48,0.24,
Consolidated Industries,Tenmile River,25,5000,350,3312,N,DSN#9,9/13/96,1.8,8,9/10/96,6.8,3,4.1,4.9,62,27,0.1,0.42,0.7,"3,350",0.03,0.07,0.05,1,0.83,
Consolidated Industries,Tenmile River,25,5000,350,3312,N,DSN#7,9/13/96,1.8,8,9/10/96,6.8,3,4.6,5.21,65,37,1.25,0.64,0.7,500,0.04,0.08,0.05,1,1,
Consolidated Industries,Tenmile River,25,5000,350,3312,N,DSN#5,9/13/96,1.8,8,9/10/96,6.8,3,2.1,4.4,65,10,0.08,0.51,0.3,500,0.02,0.89,0.05,0.78,0.24,
Consolidated Industries,Tenmile River,25,5000,350,3312,N,DSN#3,9/13/96,1.8,8,9/10/96,6.8,3,5.1,4.66,31,3,0.02,0.65,0.5,150,0.02,0.58,0.05,0.57,0.35,
Cooper Hardware,Naugatuck River,6,,403,3469,N,OF-1,7/9/96,0.51,2,7/3/96,6.06,6,1,3.9,4,5,0.05,1,0.9,2,0.009,0.11,0.012,0.71,0.71,
"Corbin Russwin,Inc",Webster Brook,7,,260,3429,N,DSN #005,6/3/96,0.4,5,5/21/96,6,13,1,7.6,19,7,0.07,1.12,1.7,2,0.24,0.29,0.01,0.1,0.06,
"Corbin Russwin,Inc",Webster Brook,7,,260,3429,N,DSN #001,6/3/96,0.4,5,5/21/96,6,13,1,7.7,10,7,0.13,0.84,0.5,14,0.13,0.15,0.01,0.13,0.1,
"Corbin Russwin,Inc",Webster Brook,7,,260,3429,N,DSN #002,6/3/96,0.4,5,5/21/96,6,13,2,7.5,79,193,0.5,4.2,0.8,"3,000",0.19,0.1,0.02,0.74,0.59,
Creed Monarch,Connecticut River,89,,1004,3451,N,MH#1,10/8/96,2.36,12,10/2/96,6.7,6,5.2,6.7,50,59,0.13,1,0.8,50,0.05,0.512,0.005,0.89,0.32,
Crockers Boatyard,Shaw's Cove,95,,,4493,Y,Middle of Yard,11/26/96,1.3,10,11/19/96,5.98,7,1,6.15,10,17,0.03,0.21,0.3,31,0.17,0.03,0.03,0.16,0.14,
Cryodyne Technologies,,26,,1100,2813,Y,,10/9/96,0.32,,,6.6,,5,6,34,5,0.01,0.68,0.1,"1,900",0.01,0.03,0.03,1,1,
CT Centerless Grinding,Quinnipiac River,131,,753,3599,N,Drainage Trench,11/7/95,0.8,4,11/2/95,6.3,5,1,4.71,150,1,4.5,0.81,1.1,2,0.1,0.1,0.05,1,0.71,
CT Resource Recovery Authority,groundwater,151,,,4953,N,CRRA Wtby Landfill,5/16/96,0.58,,5/13/96,,3,6,7.8,533,344,0.52,16.5,0.3,100,0.02,0.85,0.018,1,1,
CRRA-Norwalk Transfer Station ,Norwalk River,103,,819,4953,Y,1,10/8/96,0.2,5,10/2/96,7.2,6,1,7.3,20,19,0.74,0.75,0.2,75,0.04,0.03,0.02,1,1,
CRRA-Shelton Transfer Station,Far Mill River,126,,596,4953,Y,1,10/8/96,0.3,5,10/2/96,6.8,6,0.4,7.1,64,62,0.66,2.2,0.8,200,0.06,0.06,0.05,1,1,
CT Springs & Stamp,Unionville Water Supply,52,,NLD,3257,N,SW-1,10/8/96,1.7,10.3,10/2/96,5,6,5,4.5,33,12,0.07,1,0.5,50,0.05,0.071,0.134,0.71,0.71,
CT Transit,Mill River,93,,774,4173,N,Outfall 006,7/3/96,0.63,7,6/30/96,6,3,5,4.5,24,18,0.03,0.59,0.2,10,0.08,0.14,0.05,0.64,0.4,
CT Transit,LI Sound,135,,775,4173,N,1,6/3/96,0.63,21.5,5/18/96,6,16,5,6.9,28,4,0.05,0.67,0.6,500,0.01,0.06,0.03,1,1,
CT Transit,Connecticut River,64,,696,4173,N,2,6/3/96,1.26,21,5/21/96,6,13,5,6.2,28,42,0.08,0.82,0.2,100,0.01,0.1,0.03,0.77,0.65,
CT Transit,Mill River,93,,774,4173,N,Outfall 003,7/3/96,0.63,7,6/30/96,6,3,5,5.1,10,7,0.03,0.51,0.5,200,0.04,0.04,0.04,0.62,0.54,
CT/DOT Waterbury/Oxford Airport,Little River,108,,917,4581,N,Discharge B,4/1/96,1.2,7,,6.25,,1,7.3,10,6,0.08,0.79,0.1,2,0.01,0.05,0.01,1,1,
CT/DOT Waterbury/Oxford Airport,Eightmile Brook,108,,917,4581,N,Discharge C,4/1/96,1.2,7,,6.25,,1,6.6,37,13,0.8,1.4,0.2,8,0.01,0.01,0.02,1,1,
CT/DOT Waterbury/Oxford Airport,Little River,108,,917,4581,N,Discharge A,4/1/96,1.2,7,,6.25,,1,7.3,10,7,0.32,0.19,1.2,2,0.01,0.01,0.01,1,1,
CT/DOT Waterbury/Oxford Airport,Eightmile Brook,108,,917,4581,N,Discharge F,4/1/96,1.2,7,,6.25,,1,6.2,10,34,0.09,0.78,0.3,2,0.01,0.02,0.01,1,1,
Cuno,Willow Brook,80,,252,3569,N,,10/8/96,1.85,16.5,10/4/96,,4,1,7.26,20,25,0.1,0.6,0.6,6,0.05,0.14,0.08,1,0.88,
Cuno,Willimantic River,134,,253,3569,N,#1,10/28/96,0.37,21,10/24/96,,4,1,6.82,10,1,0.1,0.13,0.2,53,0.05,0.03,0.05,1,1,
Cuno,Willimantic River,134,,253,3569,N,#2,10/28/96,0.37,21,10/24/96,,4,1.2,6.3,29,46,0.1,0.23,0.6,0,0.05,0.13,0.05,1,1,
Cuno,Willimantic River,134,,253,3569,N,#4,10/28/96,0.37,21,10/24/96,,4,2.8,5.56,36,39,0.13,0.6,0.4,6,0.05,0.1,0.05,1,0.86,
Cuno,Willimantic River,134,,253,3569,N,#3,10/28/96,0.37,21,10/24/96,,4,3.4,5.5,9,57,0.12,0.18,0.4,1,0.05,0.08,0.05,1,0.92,
Curtis Corp,Curtis Brook,97,,612,2651,N,OF-1,10/8/96,1.87,14,10/2/96,6.47,6,2,7.06,34,2,0.01,1.66,0.8,0,0.015,0.499,0.058,1,0.78,
Custom Metal Crafters,Storm Sewer,94,,908,3471,N,CB,9/17/96,0.1,,9/13/96,5,4,1,6,32,10,0.17,2.24,1.6,0,0.14,0.56,0.02,0.06,0.06,
Cytec,,135,,NLD,2869,N,Discharge #1,9/17/96,2.61,,9/13/96,6.25,4,1,6.5,39,2,1.03,1.82,2.4,"52,000",0.01,0.14,0.01,0.06,0.06,
Cytec,,135,,NLD,2869,N,Discharge #2,9/17/96,2.61,,9/13/96,6.25,4,1,6.25,66,31,0.78,3.64,1.6,"740,000",0.01,0.05,0.01,1,1,
C.Cowles & Co,New Haven Harbor,93,,925,3465,N,Factory Roof Drain,10/8/96,2.8,4,10/3/96,5.44,5,14,5.1,52,23,0.02,2,0.6,100,0.1,0.22,0.006,0.82,0.36,
C.Cowles & Co,New Haven Harbor,93,,925,3465,N,parking lot,10/8/96,2.8,4,10/3/96,5.44,5,14.3,6.4,12,20,0.03,2.08,0.3,100,0.02,0.07,0.011,0.79,0.16,
Daddios Auto Parts Inc,Kinnytown Brook,124,,1010,5015,Y,Swale @ top of hill,9/13/96,,,,7.4,,2.2,7.4,5,2,0.01,0.56,0.5,10,0.01,0.05,0.005,1,1,
Damar Ltd.,Connecticut River,61,,,4493,Y,,11/19/96,0.35,6,11/9/96,3.64,10,1,5.7,62,38,0.34,1.3,2.8,60,0.61,0.24,0.035,0.06,0.06,
Danfield Threads,Still River,162,,169,2390,N,SD Culvert,10/2/96,0.63,3,9/28/96,6.9,4,2.7,6.4,10,4,0.01,0.11,0.1,0,0.23,0.18,0.005,0.06,0.06,
Davis Standarded Inc,Wequetequock Pond,137,,859,3559,N,Outfall E,7/8/96,0.17,2.3,7/3/96,4.3,5,5,5.3,70,5,0.12,1.5,0.8,0,0.02,0.3,0.005,0.96,0.71,
Davis Standarded Inc,Wequetequock Pond,137,,859,3559,N,Outfall D,7/8/96,0.17,2.3,7/3/96,4.3,5,5,4.1,33,19,0.12,0.96,0.9,0,0.01,0.56,0.005,1,0.5,
Davis Standarded Inc,Wequetequock Pond,137,,859,3559,N,Outfall A,7/8/96,0.17,2.3,7/3/96,4.3,5,5,5.8,48,13,0.14,1.7,0.9,210,0.04,0.52,0.005,0.81,0.71,
Davis Standarded Inc,Wequetequock Pond,137,,859,3559,N,Outfall B,7/8/96,0.17,2.3,7/3/96,4.3,5,50,5.7,460,110,2.2,6.4,0.6,28,1.3,2.1,0.48,1,0.74,
Davis Standarded Inc,Wequetequock Pond,137,,859,3559,N,Outfall C,7/8/96,0.17,2.3,7/3/96,4.3,5,3.1,4.8,98,43,0.17,1.6,1.1,13,0.04,0.61,0.005,1,0.62,
Deep River Marina,Connecticut River,36,,419,4493,Y,,11/19/96,1,6,11/9/96,3.64,10,7,6.2,928,44,0.05,0.6,2.5,60,0.1,0.08,0.029,0.45,0.33,
Delta Industries,,40,,269,3724,N,CB#002,11/19/96,0.12,7,11/9/96,4.8,10,5,6.9,20,1,0.01,1,1.4,50,0.04,0.05,0.005,1,1,
Delta Rubber,Quinebaug,69,,692,3069,N,5,10/8/96,1.49,13,10/3/96,4.51,5,2,4.5,36,5,0.13,1.01,0.2,10,0.008,0.37,0.005,0.71,0.71,
Delta Rubber,Quinebaug,69,,692,3069,N,4,10/8/96,1.49,13,10/3/96,4.51,5,2,4.51,36,13,0.13,0.97,0,10,0.005,0.07,0.005,0.71,0.71,
Dexter Corp,Connecticut River,165,,821,2621,N,Cogen,7/9/96,0.5,1,7/3/96,6.6,6,3,6.7,10,130,0.23,1.4,0.7,2,0.025,0.5,0.075,1,1,
Dexter Corp,Connecticut River,165,,821,2621,N,017R Paper Mill roof drain,9/7/96,0.75,7,,6,,2.5,5.4,10,4,0.2,2,0.5,"14,000",6.7,0.049,0.005,1,1,
Dexter Corp,Connecticut River,165,,821,2621,N,North End,7/23/96,0.25,6,7/15/96,6.3,8,2.5,5.9,46,46,0.23,2.5,0.9,260,0.016,0.14,0.007,1,1,
Dexter Corp,Connecticut River,165,,821,2621,N,K1 River Road,7/23/96,0.25,6,7/15/96,6.9,8,2.5,6.6,88,26,1,7.3,1.1,"1,100",0.081,0.79,0.007,0.52,0.29,
Dexter Corp,Connecticut River,165,,802,2621,N,SPC CatchBasin,9/7/96,0.75,7,,6,,2.5,5.7,17,9,0.2,1,0.5,"1,800",5.5,0.038,0.005,1,1,
"Dexter Corp,Nonwovens Div",Connecticut River,165,,821,2621,N,C1,6/19/96,0.36,8,6/10/96,4.2,9,20,5.9,230,50,0.5,4.3,3,"10,000",0.2,0.5,0.05,1,1,
"Dexter Corp,Nonwovens Div",Connecticut River,165,,821,2621,N,E1,6/19/96,0.36,8,6/10/96,4.2,9,20,6,420,50,0.5,20,3,"7,500",0.2,2.4,0.05,1,0.48,
Dexter Nonwovens,Connecticut River,165,,821,2621,N,Roof Drain 011R,5/21/96,0.3,1,5/16/96,5.94,5,1,4.4,36,26,0.3,4,0.8,1,0.045,0.23,0.038,1,0.71,
Dings Auto Sales & Salvage,trib to Miry Brook,74,,776,5015,Y,#1,10/8/96,1.9,10,10/2/96,7.7,6,5,6.8,10,230,0.2,1.1,0.2,80,0.04,0.12,0.025,1,1,
Dings Auto Sales & Salvage,trib to Miry Brook,74,,776,5015,Y,#2,10/8/96,1.9,10,10/2/96,7.7,6,5,6.7,10,66,0.2,1,0.3,140,0.02,0.17,0.032,1,1,
Donham Craft,Fulling Mill Brook,88,,704,3471,N,,12/5/95,0.11,4,,,,1.6,6.6,5,0,0.01,0.24,0.3,0,0.02,0.05,0.001,0.23,0.19,
Dossert Corporation,,151,,643,3643,N,,9/25/96,1,11,9/22/96,4.4,3,5,4.4,20,3,0.04,1,1.7,tntc,2.51,0.551,0.097,0.06,0.06,
DOW Chemical,Thames River,72,,305,2821,N,G001,6/3/96,0.1,2,5/29/96,4.7,5,1.2,4.4,86,56,0.1,1.7,0.7,0,0.024,0.37,0.05,0.71,0.65,
DOW Chemical,Thames River,72,,305,2821,N,4,6/3/96,0.1,2,5/29/96,4.7,5,2.3,6.1,102,34,0.1,2.1,0.1,0,0.029,0.35,0.05,1,1,
DOW Chemical,Thames River,72,,305,2821,N,3,6/3/96,0.1,2,5/29/96,4.7,5,2.1,5.4,74,32,0.1,1.4,0.1,0,0.033,0.42,0.05,1,0.75,
Dow Corning/STI,Swamp Brook,85,,533,2822,N,OF-2,10/8/96,1.87,14,10/2/96,6.47,6,2,6.47,10,2,0.01,0.1,1.6,0,0.01,0.02,0.225,1,1,
"DOW-UT Composite Pdts,Inc.",Meeting House Brook,148,,561,3728,N,SW-1,4/16/96,5,8,4/10/96,5,6,8.4,7.45,35,137,0.05,1.55,0.4,10,0.033,0.171,0.092,1,1,
Drawn Metal Tube,Naugatuck River,140,,412,3351,N,North Loading Dock,7/31/96,0.7,1.3,,5.2,,2,6.95,8,2,0.05,0.84,0.1,0,0.013,0.031,0.005,1,1,
Dresser - Stratford,Housatonic River,138,,263,3823,N,Avery St.-001,,,,,,,9.2,6.5,15,20,0.42,1.85,1,200,0.046,0.254,0.014,0.3,0.1,
Dresser - Stratford,Housatonic River,138,,263,3823,N,roof,,,,,,,2.8,4.96,22,4,0.05,2.34,1.1,1,0.033,0.386,0.002,0.5,0.44,
Duracell Inc.,Beaver Pond Brook,151,,737,3692,N,Dsn 001,4/29/96,1.25,34,4/25/96,4.7,4,5,6.8,15,8,0.03,1.9,2.1,0,0.03,0.36,0.12,1,0.76,
Duracell Inc.,Beaver Pond Brook,151,,737,3692,N,1,11/7/95,0.85,14.5,11/2/95,6.9,5,5,6.7,10,15,0.01,0.74,3.3,20,0.05,0.2,0.44,0.71,0.28,
Durham MFG,Allyn Brook,38,,855,3499,N,Roof Drain-1,10/9/96,,8,,,,1,7.7,,3,,,0.6,"4,100",0.01,0.02,0.01,1,1,
Durham MFG,Allyn Brook,38,,855,3499,N,Storm Drain-2,10/9/96,,,,,,1,6.9,,65,,,0.2,"2,500",0.01,0.03,0.01,1,1,
Dynamic Metal Products,Hockanum River Watershed,77,,426,3444,N,,2/28/96,0.25,2,2/23/96,6.5,5,2,6.5,95,67,0.36,1.81,0.4,350,0.07,0.32,0.011,1,1,
Eagle Picher Auto Group,Yantic Regional Basin,104,,379,3069,N,DSG 001,6/10/96,0.65,14,5/30/96,7.58,11,1.2,7.58,15,36,0.05,1.14,0.1,0,0.012,0.007,0.003,1,1,
Eagle Picher Auto Group,Southwest Coastal Basin,138,,429,3069,N,DSG 001,6/19/96,0.25,6,5/30/96,6.8,20,2,7.45,22,30,0.06,1.13,0.1,0,0.023,0.188,0.018,1,1,
East Hartford Welding,,132,,,3441,N,CB-3,7/26/96,0.28,7,7/22/96,6,4,2.4,7.96,92,215,0.1,2.24,0.4,"2,200",0.019,0.188,0.003,1,1,
Eaton Corporation,Sympaug Brook,9,,298,3625,N,SW-2,10/7/96,,,,7.2,,7.5,6.3,48,22,0.11,1.52,0.5,100,0.012,0.04,0.005,1,1,
Eaton Corporation,Sympaug Brook,9,,298,3625,N,SW-1,10/7/96,,,,7.2,,9.6,6.4,27,12,0.02,2.47,0.4,100,0.006,0.02,0.005,1,1,
Eaton Corporation,Sympaug Brook,9,,298,3625,N,SW-3,10/7/96,,,,7.2,,8,6.2,101,9,0.05,1.1,0.8,100,0.005,0.06,0.005,1,1,
Ecometics,Norwalk River,103,,975,2844,Y,CB#1,6/28/96,0.2,2,6/24/96,6.68,4,1,6.56,289,6,0.18,1.4,8,110,0.41,0.19,0.02,1,1,
Economy Spring&Stamping,storm sewer,131,,380,3495,N,Basin 'A' SW corner,11/7/95,0.8,24,,5.8,,1,4.87,23,2,3.1,0.77,1.7,5,0.1,0.1,0.05,1,0.71,
Elm-Cap Industries,Park River,155,,204,3272,Y,1,10/5/95,0.5,8.5,10/1/95,8.2,4,8,8.29,520,800,0.07,2.38,0,"7,000",1.067,0.388,1.024,1,1,
"Elm-Cap Industries,Inc",Park River,155,,204,3272,Y,DSG 001,6/3/96,0.3,11,5/30/96,8.5,4,9.2,8.45,77,381,0.25,1.3,0.6,"1,060",0.447,0.155,0.278,1,1,
Emery Worldwide - BDL,Connecticut River,165,,324,4512,N,2,3/6/96,0.27,1.8,3/5/96,,1,0.5,6.53,16,267,0.54,0.1,0.6,1,0.014,0.046,0.013,1,1,
Emery Worldwide - BDL,Connecticut River,165,,324,4512,N,1,3/6/96,0.27,1.8,3/5/96,,1,1.1,6.68,24,341,1.53,0.1,0.7,0,0.03,0.073,0.016,1,1,
Emhart Glass,Farmington River,164,,374,3565,N,3,6/3/96,0.32,3,5/27/96,5.1,7,10,5,88,165,0.28,1.46,0.2,30,0.024,0.168,0.05,1,1,
Environmental Waste Resources,Naugatuck River,151,,OOB,4953,N,#1,11/19/96,0.12,6,11/10/96,4.7,9,4,6.8,120,130,0.39,3.7,3.9,23,0.45,0.54,0.093,0.27,0.13,
Environmental Waste Resources,Naugatuck River,151,,OOB,4953,N,#2,11/19/96,0.12,6,11/10/96,4.7,9,4,6.69,84,14,0.23,4.2,2.9,23,0.33,0.76,0.05,0.06,0.06,
Ernest Joly & Sons,Quandock Brook,69,,430,1430,Y,Outfall #1,4/16/96,3,12,4/10/96,4,6,2.6,8.4,6,1200,0.48,0.58,0.4,30,0.073,0.14,0.045,0.8,0.5,
Essex Boat Works,Ground water runoff,50,,1003,3732,Y,Yard Area,12/17/96,0.25,3,12/11/96,8,6,2,7.31,74,236,0.03,0.94,0.5,,1.84,0.08,0.104,0.06,0.06,
Essex Transfer Station,trib to Falls River,50,,595,4953,Y,DSN 001,10/10/96,,12,10/7/96,6.86,3,2,6.7,21,5,0.03,5.04,0.4,"1,080",0.01,0.03,0.01,1,1,
Essex Transfer Station,trib to Falls River,50,,595,4953,Y,DSN 002,10/10/96,,12,10/7/96,6.84,3,2,6.8,32,5,0.02,5.88,0.2,740,0.01,0.03,0.01,1,1,
"Eyelet Crafters, Inc.",Naugatuck River,151,,275,3469,N,1,11/7/95,1.25,7,11/3/95,5.61,4,6,5.61,150,64,8.6,1.4,0.7,"2,300",0.1,0.26,0.05,1,0.92,
Eyelets For Industries,,140,,413,3469,N,,9/13/96,1.15,,9/7/96,6.39,6,1,4.8,50,20,0.26,1.54,1,"2,080",0.04,0.11,0.02,0.61,0.49,
E.J.Gaisser Inc,Stamford Harbor,135,,211,2672,Y,Main Outfall,10/8/96,0.2,2.5,10/3/96,,5,0.7,7.3,36,9,0.11,1.99,0.2,900,0.02,0.144,0.005,1,1,
Fairprene Inc,Pine Creek,51,,787,3069,N,Outfall 002,10/8/96,0.5,12,9/28/96,6.2,10,1.2,9,19,1,0.27,0.85,0.3,0,0.09,0.19,0.01,0.71,0.06,
Farrel Corp.,Housatonic River,37,,359,3559,N,Derby Box Shop,11/7/95,0.7,7,11/2/95,4.5,5,4.4,4.79,40,118,0.1,1.93,2.3,"1,200",0.039,0.326,0.016,1,0.62,
Farrel Corp.,Naugatuck River,2,,358,3559,N,Ansonia RR Tracks,11/7/95,0.7,7,11/2/95,4.5,5,10.3,6.35,40,84,0.27,1.1,2,"6,500",0.671,0.761,0.221,0.1,0.06,
Farrel Corp.,Naugatuck River,2,,358,3559,N,Ansonia Process Lab,11/7/95,0.7,7,11/2/95,4.5,5,3.6,6.6,47,73,0.18,0.1,1,26,0.29,0.803,0.307,1,1,
